Freelancer_ID,Skills,Experience_Years,Description,Project_Rate,Rating,Jobs_Completed
F2710,"english to japanese translation, french to english translation",9,"Senior Translation & Languages professional with 9 years of experience specializing in english to japanese translation, french to english translation. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4562-$9080,4.9,94
F2711,"business analysis, business innovation, strategic plan, organizational plan",13,"Senior Business & Consulting professional with 13 years of experience specializing in business analysis, business innovation, strategic plan. Brings deep expertise in organizational plan, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1541-$5920,4.9,161
F2712,"visualization, unsupervised learning, data mining, data wrangling, numpy",8,"Senior Data Science professional with 8 years of experience specializing in visualization, unsupervised learning, data mining. Brings deep expertise in data wrangling, numpy, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1950-$7384,4.5,190
F2713,"source code scanning, security infrastructure",8,"Senior Cybersecurity professional with 8 years of experience specializing in source code scanning, security infrastructure. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2738-$6369,4.9,185
F2714,"azure machine learning, azure devops, aws cloudfront",13,"Senior DevOps professional with 13 years of experience specializing in azure machine learning, azure devops, aws cloudfront. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3942-$6242,4.8,79
F2715,"data warehousing, oracle database",11,"Senior Database Management professional with 11 years of experience specializing in data warehousing, oracle database. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$3342-$8836,5.0,50
F2716,"project timelines, lean consulting, project management professional",4,"Mid-level Project Management professional with 4 years of experience specializing in project timelines, lean consulting, project management professional. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$1350-$2622,4.7,44
F2717,"devops engineering, gitlab",11,"Senior DevOps professional with 11 years of experience specializing in devops engineering, gitlab. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$2552-$8073,5.0,175
F2718,"greek to english translation, english to urdu translation",6,"Mid-level Translation & Languages professional with 6 years of experience specializing in greek to english translation, english to urdu translation. Brings deep expertise in other relevant technologies, proficient in developing scalable solutions and optimizing workflows.",$869-$2677,4.4,25
F2719,"copywriting, content marketing strategy, content development, storytelling, technical writing",15,"Senior Writing & Content Creation professional with 15 years of experience specializing in copywriting, content marketing strategy, content development. Brings deep expertise in storytelling, technical writing, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$4975-$5737,4.7,116
F2720,"photo manipulation, adobe illustrator, 3d design",15,"Senior Graphic & Visual Design professional with 15 years of experience specializing in photo manipulation, adobe illustrator, 3d design. Brings deep expertise in other relevant technologies, experienced in leading high-impact projects, mentoring teams, and driving innovation.",$1773-$5014,4.8,125
